,x5,magnit
705,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
706,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
707,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
708,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
709,Принтер Kyocera P3045DN ТС5,Принтер Kyocera P2335dn
710,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
711,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
712,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
713,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
714,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
715,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
716,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
717,"МФУ Brother MFC-L5750DW, А4 ч/б (2020)",МФУ Brother MFCL5700DNR1
718,ИБП APC Smart-UPS  SMT 1000ВA RM 19г,APC Smart-UPS SMT1000RMI 2U
719,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
720,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
721,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
722,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
723,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
724,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
725,Принтер Kyocera P3045DN ТС5,Принтер Kyocera P2335dn
726,ГМ Маршрутизатор Cisco ISR4331-V/K9,Cisco ISR4431-SEC/K9
727,ГМ Маршрутизатор Cisco ISR4331-V/K9,Cisco ISR4431-SEC/K9
728,"ККТ ""РИТЕЙЛ-01Ф""",Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
729,"ККТ ""РИТЕЙЛ-01Ф""",Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
730,"ККТ ""РИТЕЙЛ-01Ф""",Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
731,"ККТ ""РИТЕЙЛ-01Ф""",Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
732,"ККТ ""РИТЕЙЛ-01Ф""",Фискальный регистратор ККТ ''РИТЕЙЛ-01Ф'' RS/USB (черный/белый) ФН 15 мес
733,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
734,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
735,Принтер Kyocera P3045DN ТС5,Принтер Kyocera P2335dn
736,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
737,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
738,Коммутатор WS-C2960RX-24PS-L ТС5,WS-C2960R+24PC-L
739,Принтер kyocera FS-9130DN + PF750 ТС5,Kyocera FS-1120DN
740,ГМ Принтер А3 Kyocera FS-9130DN + PF750,Kyocera FS-1120DN
741,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
742,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
743,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R440 2xGold 6240/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x550W/5Y"
744,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
745,Сервер Dell Power Edge R640 КЦ,"Сервер Dell PowerEdge R640 2xGold 6226R/6x16Gb RDIMM/8x900Gb 15K 2.5"" SAS/PERC H730P 2Gb/2x750W/5Y"
746,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
747,Сервер Dell Power Edge R640 КЦ,Сервер 1С Dell PowerEdge R740 Server
748,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server Сервер БД и Виртуализации РЦ с ТП 5 лет
749,Сервер Dell Power Edge R640 КЦ,Сервер Dell PowerEdge R640 Server для управления двором (QMS) РЦ с ТП 5 лет
750,ИБП APC Smart-UPS  SMT 1000ВA RM,APC Smart-UPS SMT1000RMI 2U
751,Ручн. сканер 2D Honeywell 1450G2D + каб.,Honeywell 1450g2D-2
752,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
753,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
754,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
755,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
756,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
757,Гарнитура Logitech PC Headset 960 USB КЦ,Гарнитура Logitech PC960
758,Принтер kyocera FS-9130DN + PF750 ТС5,Kyocera FS-1120DN
759,ИБП APC Smart-UPS  SMT 1000ВA RM 19г,APC Smart-UPS SMT1000RMI 2U
760,Аккум.для ИБП Delta DT1207 (12V/7Ah) ТС5,АКБ Delta DT 1207
761,Аккум.для ИБП Delta DT1207 (12V/7Ah) ТС5,АКБ Delta DT 1207
762,Аккум.для ИБП Delta DT1207 (12V/7Ah) ТС5,АКБ Delta DT 1207
763,ФТС5 Монитор LG 24BK550Y-B + кабель VGA,Монитор LG 24BK550Y
764,ФТС5 Монитор LG 24BK550Y-B + кабель VGA,Монитор LG 24BK550Y
765,Принтер kyocera P2335dn ТС5,Принтер Kyocera P2335dn
766,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
767,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
768,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
769,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
770,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
771,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
772,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
773,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
774,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
775,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
776,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
777,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
778,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
779,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
780,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
781,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
782,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
783,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
784,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
785,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
786,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
787,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
788,ИБП APC Smart-UPS  SMT 1000ВA RM 19г,APC Smart-UPS SMT1000RMI 2U
789,Принтер kyocera P2335dn ТС5,Принтер Kyocera P2335dn
790,ГМ Цифровой телефон DECT Gigaset A415RUS,Gigaset A420
791,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
792,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
793,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
794,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
795,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
796,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
797,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
798,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
799,HP LaserJet Enterprise M608n (2020),HP LaserJet Enterprise M725dn
800,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
801,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
802,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
803,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
804,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
805,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
806,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
807,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
808,Принтер Kyocera P3045DN ТС5,Принтер Kyocera P2335dn
809,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
810,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
811,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
812,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
813,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
814,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
815,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
816,Блок питания PWRBGA12V108W0WW (FLMS),Блок питания PWR-BGA12V50W0WW
817,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
818,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
819,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
820,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
821,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
822,Гарнитура Logitech 960 USB КЦ,Гарнитура Logitech PC960
823,ИБП APC Smart-UPS  SMT 1000ВA RM,APC Smart-UPS SMT1000RMI 2U
824,ИБП APC Smart-UPS  SMT 1000ВA RM 19г,APC Smart-UPS SMT1000RMI 2U
825,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
826,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
827,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
828,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
829,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
830,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
831,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
832,Шкаф телекоммуникационный,Шкаф напольный телекоммуникационный 19 высота 27U (заказ)
833,ИБП APC Smart-UPS  SMT 1000ВA RM,APC Smart-UPS SMT1000RMI 2U
834,ГМ Ручн.сканер 2D Honeywell 1450g2D +каб,Honeywell 1450g2D-2
835,Модуль GLC-LH-SMD= SFP 1000Base LX/LH SF,SFP-1000BaseT
836,Модуль GLC-LH-SMD= SFP 1000Base LX/LH SF,SFP-1000BaseT
837,Модуль GLC-LH-SMD= SFP 1000Base LX/LH SF,SFP-1000BaseT
838,Модуль GLC-LH-SMD= SFP 1000Base LX/LH SF,SFP-1000BaseT
839,ФТС5 Маршрутизатор Cisco ISR4321R-V/K9,Cisco ISR4431-SEC/K9
840,ФТС5 Маршрутизатор Cisco ISR4321R-V/K9,Cisco ISR4431-SEC/K9
841,ФТС5 Маршрутизатор Cisco ISR4321R-V/K9,Cisco ISR4431-SEC/K9
842,ФТС5 Маршрутизатор Cisco ISR4321R-V/K9,Cisco ISR4431-SEC/K9
843,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
844,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
845,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
846,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
847,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
848,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
849,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
850,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
851,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
852,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
853,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
854,ФТС5 Гарнитура Logitech 960 M/N:A-00053,Гарнитура Logitech PC960
855,Сервер 1U Dell PowerEdge R640 10SFF ДИТ,Сервер 1С Dell PowerEdge R740 Server
856,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
857,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
858,Коммутатор CISCO WS-C2960R+48PST-S,WS-C2960R+24PC-L
859,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
860,ФТС5 Проектор Benq MW535 (9H.JJX77.33E),Benq MX535
861,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
862,Жесткий диск WD10PURX 1 Тб (ОЭ) ТС5,Жесткий диск WD10PURZ
863,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),Delta DTM 1209
864,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
865,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
866,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
867,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DTM 1207
868,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
869,ФТС5 АКБ для ИБП Delta DT 1207 (12V/7Ah),АКБ Delta DT 1207
870,Терминал сбора данных Urovo DT50,Терминал сбора данных Urovo DT50
871,Терминал сбора данных Urovo DT50,Терминал сбора данных Urovo DT50
872,Терминал сбора данных Urovo DT50,Терминал сбора данных Urovo DT50
873,Терминал сбора данных Urovo DT50,Терминал сбора данных Urovo DT50
874,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
875,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
876,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam B525
877,Камера Logitech HD Pro Webcam C920 КЦ,Logitech HD Webcam C525
